文件路径,问题类型,优先级,问题描述,建议方案,工作量估算
views/settings/advancedPrint/index.vue,REUSE,P2,使用StatusTag组件良好,参考
views/settings/advancedPrint/columns.tsx,REUSE,P2,使用StatusTag渲染列良好,参考
views/settings/backup/index.vue,REUSE,P2,使用StatusTag组件良好,参考
views/settings/backup/columns.tsx,REUSE,P2,使用StatusTag渲染列良好,参考
views/settings/codeRule/index.vue,REUSE,P2,使用StatusTag组件良好,参考
views/settings/codeRule/columns.tsx,REUSE,P2,使用StatusTag渲染列良好,参考
views/settings/printTemplate/index.vue,REUSE,P2,使用StatusTag组件良好,参考
views/settings/printTemplate/columns.tsx,REUSE,P2,使用StatusTag渲染列良好,参考
views/settings/permissions/columns.tsx,REUSE,P2,使用StatusTag渲染列良好,参考
views/settings/operationLog/index.vue,REUSE,P1,使用useCrud模式良好,参考
views/settings/recycle/index.vue,REUSE,P1,使用useCrud模式良好,参考
views/settings/,MAINT,P3,设置模块整体结构良好使用标准模式,参考
